5.603645233206727028e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.867881744402242195e+00,5.809706273383461017e+00,0.000000000000000000e+00
1.867881744402242195e+00,1.936568757794487006e+00,5.378510714665816650e+00
-5.292399091620425544e-01,1.936568757794487006e+00,1.792836904888605476e+00
1.468361468808194736e+00,1.435993919753597581e+00,1.792836904888605476e+00
1.468361468808194736e+00,1.853139618121005583e+00,8.182947192615048770e-01
-1.203192902707756140e+00,1.853139618121005583e+00,1.630413207284088895e+00
1.171522094195311281e+00,-2.162930917558973931e+00,1.630413207284088895e+00
1.171522094195311281e+00,1.406909558601007859e+00,-7.301059309871371639e-01
2.629809561531520234e+00,1.406909558601007859e+00,1.368133303031730419e+00
1.293046049806662046e+00,5.115563466177377450e-01,1.368133303031730419e+00
1.293046049806662046e+00,1.332296790935735276e+00,-9.903541938412259160e-01
-2.718630700352993923e+00,1.332296790935735276e+00,1.171592678292317391e+00
1.025600933129351633e+00,2.839145165820583738e+00,1.171592678292317391e+00
1.025600933129351633e+00,1.432753349261391751e+00,2.253597343657926189e+00
1.025600933129351633e+00,1.432753349261391751e+00,1.425287390435157953e+00
1.025600933129351633e+00,1.432753349261391751e+00,3.249338791326189746e+00
-2.974217594127233966e+00,1.432753349261391751e+00,1.365465505665935719e+00
9.256054699479370207e-01,-1.306090965343474242e+00,1.365465505665935719e+00
9.256054699479370207e-01,1.250163728287734033e+00,8.738799733148527871e-02
9.256054699479370207e-01,1.290038466517609450e+00,1.261621708113761509e+00
9.256054699479370207e-01,6.873378388605686506e-01,1.261621708113761509e+00
9.256054699479370207e-01,2.952012189796120012e+00,1.261621708113761509e+00
9.256054699479370207e-01,7.079591396233686496e-01,1.261621708113761509e+00
9.256054699479370207e-01,1.250023145239993694e+00,8.361258987854280900e-01
9.256054699479370207e-01,1.250023145239993694e+00,1.576752294812278965e+00
9.256054699479370207e-01,6.466363020009082696e-01,1.259835138562358292e+00
9.256054699479370207e-01,3.413709928785662040e+00,1.259835138562358292e+00
-2.044264845494439875e+00,1.279683413627234589e+00,1.259835138562358292e+00
8.831787511559030524e-01,1.279683413627234589e+00,-7.071695986316566263e-01
8.831787511559030524e-01,1.279683413627234589e+00,2.831065783290096949e+00
8.831787511559030524e-01,8.165009340311354391e-01,1.204746734716280576e+00
8.831787511559030524e-01,-7.274795031368461729e-01,1.204746734716280576e+00
