3.333333333333333148e-01,3.333333333333333148e-01,3.333333333333333148e-01
3.333333333333333148e-01,3.333333333333333148e-01,3.333333333333333148e-01
3.333333333333333148e-01,3.333333333333333148e-01,3.333333333333333148e-01
3.333333333333333148e-01,3.333333333333333148e-01,3.333333333333333148e-01
3.333333333333333148e-01,3.333333333333333148e-01,3.333333333333333148e-01
3.333333333333333148e-01,3.333333333333333148e-01,3.333333333333333148e-01
3.333333333333333148e-01,3.333333333333333148e-01,3.333333333333333148e-01
3.333333333333333148e-01,3.333333333333333148e-01,3.333333333333333148e-01
3.333333333333333148e-01,3.333333333333333148e-01,3.333333333333333148e-01
3.333333333333333148e-01,3.333333333333333148e-01,3.333333333333333148e-01
3.333333333333333148e-01,3.333333333333333148e-01,3.333333333333333148e-01
3.333333333333333148e-01,3.333333333333333148e-01,3.333333333333333148e-01
3.333333333333333148e-01,3.333333333333333148e-01,3.333333333333333148e-01
3.333333333333333148e-01,3.333333333333333148e-01,3.333333333333333148e-01
3.333333333333333148e-01,3.333333333333333148e-01,3.333333333333333148e-01
3.499999999999999778e-01,1.000000000000000056e-01,5.500000000000000444e-01
3.499999999999999778e-01,5.000000000000000278e-02,5.999999999999999778e-01
2.876297741661613672e-01,4.407456064067483137e-02,6.682956651931638570e-01
6.218251379686807745e-01,4.243764002609802521e-02,3.357372220052212142e-01
4.500000000000000111e-01,1.499999999999999944e-01,4.000000000000000222e-01
3.499999999999999778e-01,1.000000000000000056e-01,5.500000000000000444e-01
5.500000000000000444e-01,2.000000000000000111e-01,2.500000000000000000e-01
3.499999999999999778e-01,2.500000000000000000e-01,4.000000000000000222e-01
1.499999999999999944e-01,1.000000000000000056e-01,7.500000000000000000e-01
2.000000000000000111e-01,1.000000000000000056e-01,6.999999999999999556e-01
1.939330794992380202e-01,3.407198231929684656e-02,7.719949381814650291e-01
4.500000000000000111e-01,5.000000000000000278e-02,5.000000000000000000e-01
1.499999999999999944e-01,5.000000000000000278e-02,8.000000000000000444e-01
2.000000000000000111e-01,5.000000000000000278e-02,7.500000000000000000e-01
2.911577216860248285e-01,3.082434571857979241e-02,6.780179325953953340e-01
4.500000000000000111e-01,2.000000000000000111e-01,3.499999999999999778e-01
2.000000000000000111e-01,5.000000000000000000e-01,2.999999999999999889e-01
3.499999999999999778e-01,4.000000000000000222e-01,2.500000000000000000e-01
4.500000000000000111e-01,2.999999999999999889e-01,2.500000000000000000e-01
5.999999999999999778e-01,5.000000000000000278e-02,3.499999999999999778e-01
